,date,time,teamA,teamB,teamA_score,teamB_score,winner_Team,winner_score,venue_location,venue,venue_city,venue_state,venue_country,winner_location
426,28/10/2021,00:30,Atlanta United FC,Inter Miami CF,2.0,1.0,Atlanta United FC,2.0,"Mercedes-Benz Stadium, Atlanta, GA (USA)",Mercedes-Benz Stadium, Atlanta, GA ,USA,Mercedes-Benz Stadium
427,28/10/2021,00:30,Columbus Crew,Orlando City,3.0,2.0,Columbus Crew,3.0,"Lower.com Field, Columbus, OH (USA)",Lower.com Field, Columbus, OH ,USA,Lower.com Field
428,28/10/2021,00:30,FC Cincinnati,Nashville SC,3.0,6.0,Nashville SC,6.0,"TQL Stadium, Cincinnati, OH (USA)",TQL Stadium, Cincinnati, OH ,USA,Fairgrounds Stadium
429,28/10/2021,00:30,Toronto FC,Philadelphia Union,2.0,2.0,,,"BMO Field, Toronto, ON (Canada)",BMO Field, Toronto, ON ,Canada,
430,28/10/2021,00:30,D.C. United,New York RB,1.0,0.0,D.C. United,1.0,"Audi Field, Washington, D.C. (USA)",Audi Field, Washington, D.C. ,USA,Audi Field
431,28/10/2021,00:30,New York City FC,Chicago Fire,1.0,0.0,New York City FC,1.0,"Yankee Stadium, New York City, NY (USA)",Yankee Stadium, New York City, NY ,USA,Yankee Stadium
432,28/10/2021,01:00,FC Dallas,Real Salt Lake,1.0,2.0,Real Salt Lake,2.0,"Toyota Stadium, Frisco, TX (USA)",Toyota Stadium, Frisco, TX ,USA,Rio Tinto Stadium
433,28/10/2021,01:30,Sporting Kansas City,Los Angeles Galaxy,2.0,0.0,Sporting Kansas City,2.0,"Children's Mercy Park, Kansas City, KS (USA)",Children's Mercy Park, Kansas City, KS ,USA,Children's Mercy Park
434,28/10/2021,03:00,Portland Timbers,San Jose Earthquakes,2.0,0.0,Portland Timbers,2.0,"Providence Park, Portland, OR (USA)",Providence Park, Portland, OR ,USA,Providence Park
435,28/10/2021,03:00,Vancouver Whitecaps,Minnesota United FC,2.0,1.0,Vancouver Whitecaps,2.0,"BC Place, Vancouver, BC (Canada)",BC Place, Vancouver, BC ,Canada,BC Place
436,30/10/2021,18:30,Inter Miami CF,New York City FC,1.0,3.0,New York City FC,3.0,"DRV PNK Stadium, Fort Lauderdale, FL (USA)",DRV PNK Stadium, Fort Lauderdale, FL ,USA,Yankee Stadium
437,30/10/2021,20:30,Real Salt Lake,San Jose Earthquakes,3.0,4.0,San Jose Earthquakes,4.0,"Rio Tinto Stadium, Sandy, UT (USA)",Rio Tinto Stadium, Sandy, UT ,USA,Earthquakes Stadium
438,30/10/2021,21:00,New York RB,CF Montréal,1.0,0.0,New York RB,1.0,"Red Bull Arena, Harrison, NJ (USA)",Red Bull Arena, Harrison, NJ ,USA,Red Bull Arena
439,30/10/2021,23:00,Atlanta United FC,Toronto FC,1.0,1.0,,,"Mercedes-Benz Stadium, Atlanta, GA (USA)",Mercedes-Benz Stadium, Atlanta, GA ,USA,
440,31/10/2021,00:30,D.C. United,Columbus Crew,1.0,3.0,Columbus Crew,3.0,"Audi Field, Washington, D.C. (USA)",Audi Field, Washington, D.C. ,USA,Lower.com Field
441,31/10/2021,01:00,FC Dallas,Austin FC,2.0,1.0,FC Dallas,2.0,"Toyota Stadium, Frisco, TX (USA)",Toyota Stadium, Frisco, TX ,USA,Toyota Stadium
442,31/10/2021,17:00,Minnesota United FC,Sporting Kansas City,2.0,1.0,Minnesota United FC,2.0,"Allianz Field, Saint Paul, MN (USA)",Allianz Field, Saint Paul, MN ,USA,Allianz Field
443,31/10/2021,19:00,Houston Dynamo,Colorado Rapids,0.0,1.0,Colorado Rapids,1.0,"PNC Stadium, Houston, TX (USA)",PNC Stadium, Houston, TX ,USA,Dick's Sporting Goods Park
444,31/10/2021,23:30,Philadelphia Union,FC Cincinnati,2.0,0.0,Philadelphia Union,2.0,"Subaru Park, Chester, PA (USA)",Subaru Park, Chester, PA ,USA,Subaru Park
445,8. Round,8. Round,8. Round,8. Round,,,,,,,,,,
446,8. Round,20:00,Orlando City,Nashville SC,1.0,1.0,,,"Exploria Stadium, Orlando, FL (USA)",Exploria Stadium, Orlando, FL ,USA,
447,02/11/2021,02:00,Seattle Sounders,Los Angeles Galaxy,1.0,1.0,,,"Lumen Field, Seattle, WA (USA)",Lumen Field, Seattle, WA ,USA,
448,03/11/2021,02:30,Los Angeles FC,Vancouver Whitecaps,1.0,1.0,,,"Banc of California Stadium, Los Angeles, CA (USA)",Banc of California Stadium, Los Angeles, CA ,USA,
449,03/11/2021,23:30,New York RB,Atlanta United FC,0.0,0.0,,,"Red Bull Arena, Harrison, NJ (USA)",Red Bull Arena, Harrison, NJ ,USA,
450,03/11/2021,23:30,CF Montréal,Houston Dynamo,2.0,0.0,CF Montréal,2.0,"Stade Saputo, Montréal, QC (Canada)",Stade Saputo, Montréal, QC ,Canada,Stade Saputo
451,04/11/2021,01:00,Austin FC,Sporting Kansas City,3.0,1.0,Austin FC,3.0,"Q2 Stadium, Austin, TX (USA)",Q2 Stadium, Austin, TX ,USA,Q2 Stadium
452,04/11/2021,02:30,Real Salt Lake,Portland Timbers,1.0,3.0,Portland Timbers,3.0,"Rio Tinto Stadium, Sandy, UT (USA)",Rio Tinto Stadium, Sandy, UT ,USA,Providence Park
453,07/11/2021,20:30,CF Montréal,Orlando City,0.0,2.0,Orlando City,2.0,"Stade Saputo, Montréal, QC (Canada)",Stade Saputo, Montréal, QC ,Canada,Exploria Stadium
454,07/11/2021,20:30,Columbus Crew,Chicago Fire,2.0,0.0,Columbus Crew,2.0,"Lower.com Field, Columbus, OH (USA)",Lower.com Field, Columbus, OH ,USA,Lower.com Field
455,07/11/2021,20:30,FC Cincinnati,Atlanta United FC,1.0,2.0,Atlanta United FC,2.0,"TQL Stadium, Cincinnati, OH (USA)",TQL Stadium, Cincinnati, OH ,USA,Mercedes-Benz Stadium
456,07/11/2021,20:30,Nashville SC,New York RB,1.0,1.0,,,"Nissan Stadium, Nashville, TN (USA)",Nissan Stadium, Nashville, TN ,USA,
457,07/11/2021,20:30,New England Revolution,Inter Miami CF,0.0,1.0,Inter Miami CF,1.0,"Gillette Stadium, Foxborough, MA (USA)",Gillette Stadium, Foxborough, MA ,USA,DRV PNK Stadium
458,07/11/2021,20:30,New York City FC,Philadelphia Union,1.0,1.0,,,"Yankee Stadium, New York City, NY (USA)",Yankee Stadium, New York City, NY ,USA,
459,07/11/2021,20:30,Toronto FC,D.C. United,1.0,3.0,D.C. United,3.0,"BMO Field, Toronto, ON (Canada)",BMO Field, Toronto, ON ,Canada,Audi Field
460,07/11/2021,23:00,Colorado Rapids,Los Angeles FC,5.0,2.0,Colorado Rapids,5.0,"Dick's Sporting Goods Park, Commerce City, CO (USA)",Dick's Sporting Goods Park, Commerce City, CO ,USA,Dick's Sporting Goods Park
461,07/11/2021,23:00,Los Angeles Galaxy,Minnesota United FC,3.0,3.0,,,"Dignity Health Sports Park, Carson, CA (USA)",Dignity Health Sports Park, Carson, CA ,USA,
462,07/11/2021,23:00,Portland Timbers,Austin FC,3.0,0.0,Portland Timbers,3.0,"Providence Park, Portland, OR (USA)",Providence Park, Portland, OR ,USA,Providence Park
463,07/11/2021,23:00,San Jose Earthquakes,FC Dallas,1.0,1.0,,,"Earthquakes Stadium, San Jose, CA (USA)",Earthquakes Stadium, San Jose, CA ,USA,
464,07/11/2021,23:00,Sporting Kansas City,Real Salt Lake,0.0,1.0,Real Salt Lake,1.0,"Children's Mercy Park, Kansas City, KS (USA)",Children's Mercy Park, Kansas City, KS ,USA,Rio Tinto Stadium
465,07/11/2021,23:00,Vancouver Whitecaps,Seattle Sounders,1.0,1.0,,,"BC Place, Vancouver, BC (Canada)",BC Place, Vancouver, BC ,Canada,
